	publication	category	short_list	title_CR	link
6	medRxiv	Infectious Diseases	Fuqing Wu,  Amy Xiao,  Jianbo Zhang, ...	SARS-CoV-2 titers in wastewater are higher than expected from clinically confirmed cases	https://www.medRxiv.org/content/10.1101/2020.04.05.20051540v1.article-metrics
28	medRxiv	Infectious Diseases	Fan Wu,  Aojie Wang,  Mei Liu, ...	Neutralizing antibody responses to SARS-CoV-2 in a COVID-19 recovered patient cohort and their implications	https://www.medRxiv.org/content/10.1101/2020.03.30.20047365v1.article-metrics
85	medRxiv	Infectious Diseases	Jun Wu,  Boyun Liang,  Cunrong Chen, ...	SARS-CoV-2 infection induces sustained humoral immune responses in convalescent patients following symptomatic COVID-19	https://www.medRxiv.org/content/10.1101/2020.07.21.20159178v1.article-metrics
152	medRxiv	Infectious Diseases	Fuqing Wu,  Amy Xiao,  Jianbo Zhang, ...	SARS-CoV-2 titers in wastewater foreshadow dynamics and clinical presentation of new COVID-19 cases	https://www.medRxiv.org/content/10.1101/2020.06.15.20117747v1.article-metrics
137	medRxiv	Infectious Diseases	Anne Louise Wyllie,  John Fournier,  Arnau Casanovas-Massana, ...	Saliva is more sensitive for SARS-CoV-2 detection in COVID-19 patients than nasopharyngeal swabs	https://www.medRxiv.org/content/10.1101/2020.04.16.20067835v1.article-metrics
94	medRxiv	Infectious Diseases	Yang Yang,  Minghui Yang,  Chenguang Shen, ...	Laboratory diagnosis and monitoring the viral shedding of 2019-nCoV infections	https://www.medRxiv.org/content/10.1101/2020.02.11.20021493v1.article-metrics
80	medRxiv	Infectious Diseases	Hangping Yao,  Xiangyun Lu,  Qiong Chen, ...	Patient-derived mutations impact pathogenicity of SARS-CoV-2	https://www.medRxiv.org/content/10.1101/2020.04.14.20060160v1.article-metrics
145	medRxiv	Infectious Diseases	Younes Zaid,  Florian Puhm,  Isabelle Allaeys, ...	Platelets can contain SARS-CoV-2 RNA and are hyperactivated in COVID-19	https://www.medRxiv.org/content/10.1101/2020.06.23.20137596v1.article-metrics
150	medRxiv	Infectious Diseases	Xianxian Zhao,  Bili Zhang,  Pan Li, ...	Incidence, clinical characteristics and prognostic factor of patients with COVID-19: a systematic review and meta-analysis	https://www.medRxiv.org/content/10.1101/2020.03.17.20037572v1.article-metrics
101	medRxiv	Infectious Diseases	Michael Zietz,  Jason E. Zucker,  Nicholas P. Tatonetti, ...	Testing the association between blood type and COVID-19 infection, intubation, and death	https://www.medRxiv.org/content/10.1101/2020.04.08.20058073v1.article-metrics
327	medRxiv	Miscellaneous	Jianghong An,  Xuejiao Liao,  Tongyang Xiao, ...	Clinical characteristics of the recovered COVID-19 patients with re-detectable positive RNA test	https://www.medRxiv.org/content/10.1101/2020.03.26.20044222v1.article-metrics
347	medRxiv	Miscellaneous	David T Arnold,  Fergus W Hamilton,  Alice Milne, ...	Patient outcomes after hospitalisation with COVID-19 and implications for follow-up; results from a prospective UK cohort.	https://www.medRxiv.org/content/10.1101/2020.08.12.20173526v1.article-metrics
326	medRxiv	Miscellaneous	Julii Suzanne Brainard,  Natalia Jones,  Iain Lake, ...	Facemasks and similar barriers to prevent respiratory illness such asCOVID-19: A rapid systematic review	https://www.medRxiv.org/content/10.1101/2020.04.01.20049528v1.article-metrics
375	medRxiv	Miscellaneous	Carolyn Bramante,  Nicholas Ingraham,  Thomas Murray, ...	Observational Study of Metformin and Risk of Mortality in Patients Hospitalized with Covid-19	https://www.medRxiv.org/content/10.1101/2020.06.19.20135095v1.article-metrics
397	medRxiv	Miscellaneous	Clare Bryce,  Zachary Grimes,  Elisabet Pujadas, ...	Pathophysiology of SARS-CoV-2: targeting of endothelial cells renders a complex disease with thrombotic microangiopathy and aberrant immune response. The Mount Sinai COVID-19 autopsy experience	https://www.medRxiv.org/content/10.1101/2020.05.18.20099960v1.article-metrics
362	medRxiv	Miscellaneous	Lili Chan,  Kumardeep Chaudhary,  Aparna Saha, ...	Acute Kidney Injury in Hospitalized Patients with COVID-19	https://www.medRxiv.org/content/10.1101/2020.05.04.20090944v1.article-metrics
349	medRxiv	Miscellaneous	Raymond Chang,  Khaled Mossad Elhusseiny,  Yu-Chang Yeh, ...	COVID-19 ICU and mechanical ventilation patient characteristics and outcomes - A systematic review and meta-analysis	https://www.medRxiv.org/content/10.1101/2020.08.16.20035691v1.article-metrics
364	medRxiv	Miscellaneous	Ehud Chorin,  Matthew Dai,  Eric Shulman, ...	The QT Interval in Patients with SARS-CoV-2 Infection Treated with Hydroxychloroquine/Azithromycin	https://www.medRxiv.org/content/10.1101/2020.04.02.20047050v1.article-metrics
322	medRxiv	Miscellaneous	Itai Dattner,  Yair Goldberg,  Guy Katriel, ...	The role of children in the spread of COVID-19: Using household data from Bnei Brak, Israel, to estimate the relative susceptibility and infectivity of children	https://www.medRxiv.org/content/10.1101/2020.06.03.20121145v1.article-metrics
389	medRxiv	Miscellaneous	Mikail Dogan,  Lina Kozhaya,  Lindsey Placek, ...	Novel SARS-CoV-2 specific antibody and neutralization assays reveal wide range of humoral immune response during COVID-19	https://www.medRxiv.org/content/10.1101/2020.07.07.20148106v1.article-metrics
328	medRxiv	Miscellaneous	Asako Doi,  Kentaro Iwata,  Hirokazu Kuroda, ...	Estimation of seroprevalence of novel coronavirus disease (COVID-19) using preserved serum at an outpatient setting in Kobe, Japan: A cross-sectional study.	https://www.medRxiv.org/content/10.1101/2020.04.26.20079822v1.article-metrics
334	medRxiv	Miscellaneous	Caibin Fan,  Kai Li,  Yanhong Ding, ...	ACE2 Expression in Kidney and Testis May Cause Kidney and Testis Damage After 2019-nCoV Infection	https://www.medRxiv.org/content/10.1101/2020.02.12.20022418v1.article-metrics
323	medRxiv	Miscellaneous	Arnaud Fontanet,  Rebecca Grant,  Laura Tondeur, ...	SARS-CoV-2 infection in primary schools in northern France: A retrospective cohort study in an area of high transmission	https://www.medRxiv.org/content/10.1101/2020.06.25.20140178v1.article-metrics
331	medRxiv	Miscellaneous	Sharon E. Fox,  Aibek Akmatbekov,  Jack L. Harbert, ...	Pulmonary and Cardiac Pathology in Covid-19: The First Autopsy Series from New Orleans	https://www.medRxiv.org/content/10.1101/2020.04.06.20050575v1.article-metrics
379	medRxiv	Miscellaneous	Adam de Havenon,  John Ney,  Brian Callaghan, ...	A Rapid Decrease in Stroke, Acute Coronary Syndrome, and Corresponding Interventions at 65 United States Hospitals Following Emergence of COVID-19	https://www.medRxiv.org/content/10.1101/2020.05.07.20083386v1.article-metrics
355	medRxiv	Miscellaneous	Gitte Hedermann,  Paula L Hedley,  Marie Baekvad-Hansen, ...	Changes in premature birth rates during the Danish nationwide COVID-19 lockdown: a nationwide register-based prevalence proportion study	https://www.medRxiv.org/content/10.1101/2020.05.22.20109793v1.article-metrics
344	medRxiv	Miscellaneous	Baweleta Isho,  Kento T Abe,  Michelle Zuo, ...	Evidence for sustained mucosal and systemic antibody responses to SARS-CoV-2 antigens in COVID-19 patients	https://www.medRxiv.org/content/10.1101/2020.08.01.20166553v1.article-metrics
354	medRxiv	Miscellaneous	Lucas M Kimmig,  David Wu,  Matthew Gold, ...	IL6 inhibition in critically ill COVID-19 patients is associated with increased secondary infections	https://www.medRxiv.org/content/10.1101/2020.05.15.20103531v1.article-metrics
321	medRxiv	Miscellaneous	Enrico Lavezzo,  Elisa Franchin,  Constanze Ciavarella, ...	Suppression of COVID-19 outbreak in the municipality of Vo, Italy	https://www.medRxiv.org/content/10.1101/2020.04.17.20053157v1.article-metrics
358	medRxiv	Miscellaneous	Ling Ma,  Wen Xie,  Danyang Li, ...	Effect of SARS-CoV-2 infection upon male gonadal function: A single center-based study	https://www.medRxiv.org/content/10.1101/2020.03.21.20037267v1.article-metrics
373	medRxiv	Miscellaneous	Alasdair P MacGowan,  Fergus Hamilton,  Mark Bayliss, ...	Hydroxychloroquine serum concentrations in non-critical care patients infected with SARS CoV 2	https://www.medRxiv.org/content/10.1101/2020.06.23.20137992v1.article-metrics
342	medRxiv	Miscellaneous	Danielle Miller,  Michael A Martin,  Noam Harel, ...	Full genome viral sequences inform patterns of SARS-CoV-2 spread into and within Israel	https://www.medRxiv.org/content/10.1101/2020.05.21.20104521v1.article-metrics
384	medRxiv	Miscellaneous	Amy V Mueller,  Matthew J. Eden,  Jessica J. Oakes, ...	Assessment of Fabric Masks as Alternatives to Standard Surgical Masks in Terms of Particle Filtration Efficiency	https://www.medRxiv.org/content/10.1101/2020.04.17.20069567v1.article-metrics
335	medRxiv	Miscellaneous	Elnara Marcia Negri,  Bruna Piloto,  Luciana Kato Morinaga, ...	Heparin therapy improving hypoxia in COVID-19 patients - a case series	https://www.medRxiv.org/content/10.1101/2020.04.15.20067017v1.article-metrics
325	medRxiv	Miscellaneous	Sen Pei,  Sasikiran Kandula,  Jeffrey Shaman, ...	Differential Effects of Intervention Timing on COVID-19 Spread in the United States	https://www.medRxiv.org/content/10.1101/2020.05.15.20103655v1.article-metrics
374	medRxiv	Miscellaneous	Roy K Philip,  Helen Purtill,  Elizabeth Reidy, ...	Reduction in preterm births during the COVID-19 lockdown in Ireland: a natural experiment allowing analysis of data from the prior two decades.	https://www.medRxiv.org/content/10.1101/2020.06.03.20121442v1.article-metrics
329	medRxiv	Miscellaneous	Brendon Phillips,  Dillon Browne,  Madhur Anand, ...	Model-based projections for COVID-19 outbreak size and student-days lost to closure in Ontario childcare centres and primary schools	https://www.medRxiv.org/content/10.1101/2020.08.07.20170407v1.article-metrics
369	medRxiv	Miscellaneous	Peter Rijnbeek,  Jennifer C.E Lane,  Selva Muthu Kumaran Sathappan, ...	Safety of hydroxychloroquine, alone and in combination with azithromycin, in light of rapid wide-spread use for COVID-19: a multinational, network cohort and self-controlled case series study	https://www.medRxiv.org/content/10.1101/2020.04.08.20054551v1.article-metrics
395	medRxiv	Miscellaneous	Nils Rother,  Cansu Yanginlar,  Rik G.H. Lindeboom, ...	Hydroxychloroquine inhibits trained immunity - implications for COVID-19	https://www.medRxiv.org/content/10.1101/2020.06.08.20122143v1.article-metrics
330	medRxiv	Miscellaneous	Eric Salazar,  Katherine K. Perez,  Madiha Ashraf, ...	Treatment of COVID-19 Patients with Convalescent Plasma in Houston, Texas	https://www.medRxiv.org/content/10.1101/2020.05.08.20095471v1.article-metrics
361	medRxiv	Miscellaneous	Emilie Sbidian,  Julie Josse,  Guillaume Lemaitre, ...	Hydroxychloroquine with or without azithromycin and in-hospital mortality or discharge in patients hospitalized for COVID-19 infection: a cohort study of 4,642 in-patients in France	https://www.medRxiv.org/content/10.1101/2020.06.16.20132597v1.article-metrics
350	medRxiv	Miscellaneous	Adrian M Shields,  Sian E Faustini,  Marisol Perez-Toledo, ...	SARS-CoV-2 seroconversion in health care workers	https://www.medRxiv.org/content/10.1101/2020.05.18.20105197v1.article-metrics
383	medRxiv	Miscellaneous	Carole H Sudre,  Karla Lee,  Mary Ni Lochlainn, ...	Symptom clusters in Covid19: A potential clinical prediction tool from the COVID Symptom study app	https://www.medRxiv.org/content/10.1101/2020.06.12.20129056v1.article-metrics
386	medRxiv	Miscellaneous	Olivia V Swann,  Karl A Holden,  Lance Turtle, ...	Clinical characteristics of children and young people hospitalised with covid-19 in the United Kingdom: prospective multicentre observational cohort study	https://www.medRxiv.org/content/10.1101/2020.07.14.20153320v1.article-metrics
359	medRxiv	Miscellaneous	Maxime Taquet,  Sierra Luciano,  John R Geddes, ...	Bidirectional associations between COVID-19 and psychiatric disorder: a study of 62,354 COVID-19 cases	https://www.medRxiv.org/content/10.1101/2020.08.14.20175190v1.article-metrics
333	medRxiv	Miscellaneous	Frances MK Williams,  Maxim Freydin,  Massimo Mangino, ...	Self-reported symptoms of covid-19 including symptoms most predictive of SARS-CoV-2 infection, are heritable	https://www.medRxiv.org/content/10.1101/2020.04.22.20072124v1.article-metrics
372	medRxiv	Miscellaneous	Bo Yu,  Dao Wen Wang,  Chenze Li, ...	Hydroxychloroquine application is associated with a decreased mortality in critically ill patients with COVID-19	https://www.medRxiv.org/content/10.1101/2020.04.27.20073379v1.article-metrics
392	medRxiv	Miscellaneous	shengjie li Sr.,  danhui li,  jianchen fang, ...	COVID-19 receptor ACE2 is expressed in human conjunctival tissue, expecially in diseased conjunctival tissue	https://www.medRxiv.org/content/10.1101/2020.05.21.20109652v1.article-metrics
295	medRxiv	Public and Global Health	Orouba Almilaji,  Peter Thomas,  Fawatim Al-Nahwi, ...	Air recirculation role in the infection with COVID-19, lessons learned from Diamond Princess cruise ship	https://www.medRxiv.org/content/10.1101/2020.07.08.20148775v1.article-metrics
293	medRxiv	Public and Global Health	Christina J Atchison,  Leigh Bowman,  Charlotte Vrinten, ...	Perceptions and behavioural responses of the general public during the COVID-19 pandemic: A cross-sectional survey of UK Adults	https://www.medRxiv.org/content/10.1101/2020.04.01.20050039v1.article-metrics
285	medRxiv	Public and Global Health	Travis P. Baggett,  Harrison Keyes,  Nora Sporn, ...	COVID-19 outbreak at a large homeless shelter in Boston: Implications for universal testing	https://www.medRxiv.org/content/10.1101/2020.04.12.20059618v1.article-metrics
289	medRxiv	Public and Global Health	Lucia Bandiera,  Geethanjali Pavar,  Gabriele Pisetta, ...	Face Coverings and Respiratory Tract Droplet Dispersion	https://www.medRxiv.org/content/10.1101/2020.08.11.20145086v1.article-metrics
302	medRxiv	Public and Global Health	Arnold Barnett,  Giada Maria Di Pietro,  Ester Luconi, ...	Covid-19 Risk Among Airline Passengers: Should the Middle Seat Stay Empty?	https://www.medRxiv.org/content/10.1101/2020.07.02.20143826v1.article-metrics
307	medRxiv	Public and Global Health	Ronnie E Baticulon,  Nicole Rose I Alberto,  Maria Beatriz C Baron, ...	Barriers to online learning in the time of COVID-19: A national survey of medical students in the Philippines	https://www.medRxiv.org/content/10.1101/2020.07.16.20155747v1.article-metrics
283	medRxiv	Public and Global Health	Nikolas Bernaola,  Raquel Mena,  Ander Bernaola, ...	Observational Study of the Efficiency of Treatments in Patients Hospitalized with Covid-19 in Madrid	https://www.medRxiv.org/content/10.1101/2020.07.17.20155960v1.article-metrics
287	medRxiv	Public and Global Health	Rajiv Bhatia,  Jeffrey Klausner,  Joe Hilton, ...	Estimated Average Probabilities of COVID-19 Infection, Hospitalization, and Death From Community Contact in the United States	https://www.medRxiv.org/content/10.1101/2020.06.06.20124446v1.article-metrics
308	medRxiv	Public and Global Health	A. Sina Booeshaghi,  Fayth Hui Tan,  Benjamin Renton, ...	Markedly heterogeneous COVID-19 testing plans among US colleges and universities	https://www.medRxiv.org/content/10.1101/2020.08.09.20171223v1.article-metrics
284	medRxiv	Public and Global Health	Vincent Chin,  John Ioannidis,  Martin Tanner, ...	Effects of non-pharmaceutical interventions on COVID-19: A Tale of Two Models	https://www.medRxiv.org/content/10.1101/2020.07.22.20160341v1.article-metrics
288	medRxiv	Public and Global Health	Cristóbal Cuadrado,  María José Monsalves,  Jean Gajardo, ...	Impact of small-area lockdowns for the control of the COVID-19 pandemic	https://www.medRxiv.org/content/10.1101/2020.05.05.20092106v1.article-metrics
301	medRxiv	Public and Global Health	Manuel Döhla,  Gero Wilbring,  Biance Schulte, ...	SARS-CoV-2 in environmental samples of quarantined households	https://www.medRxiv.org/content/10.1101/2020.05.28.20114041v1.article-metrics
305	medRxiv	Public and Global Health	Sharif A Ismail,  Vanessa Saliba,  Jamie A Lopez Bernal, ...	SARS-CoV-2 infection and transmission in educational settings: cross-sectional analysis of clusters and outbreaks in England	https://www.medRxiv.org/content/10.1101/2020.08.21.20178574v1.article-metrics
303	medRxiv	Public and Global Health	Tom Jefferson,  Mark Jones,  Lubna A Al Ansari, ...	Physical interventions to interrupt or reduce the spread of respiratory viruses. Part 1 - Face masks, eye protection and person distancing: systematic review and meta-analysis	https://www.medRxiv.org/content/10.1101/2020.03.30.20047217v1.article-metrics
282	medRxiv	Public and Global Health	Stephanie A. Kujawski,  Karen K Wong,  Jennifer P. Collins, ...	First 12 patients with coronavirus disease 2019 (COVID-19) in the United States	https://www.medRxiv.org/content/10.1101/2020.03.09.20032896v1.article-metrics
292	medRxiv	Public and Global Health	Junko Kurita,  Tamie Sugawara,  Yasushi Ohkusa, ...	First peak of COVID-19 outbreak in Japan might pass as of April 26, 2020	https://www.medRxiv.org/content/10.1101/2020.04.26.20081315v1.article-metrics
298	medRxiv	Public and Global Health	Shamez N Ladhani,  Anna J Jeffery-Smith,  Monika Patel, ...	High prevalence of SARS-CoV-2 antibodies in care homes affected by COVID-19; a prospective cohort study in England	https://www.medRxiv.org/content/10.1101/2020.08.10.20171413v1.article-metrics
304	medRxiv	Public and Global Health	Niall J Lennon,  Roby P Bhattacharyya,  Michael J Mina, ...	Comparison of viral levels in individuals with or without symptoms at time of COVID-19 testing among 32,480 residents and staff of nursing homes and assisted living facilities in Massachusetts.	https://www.medRxiv.org/content/10.1101/2020.07.20.20157792v1.article-metrics
300	medRxiv	Public and Global Health	Jianxin Ma,  Xiao Qi,  Haoxuan Chen, ...	Exhaled breath is a significant source of SARS-CoV-2 emission	https://www.medRxiv.org/content/10.1101/2020.05.31.20115154v1.article-metrics
309	medRxiv	Public and Global Health	Pedro de Lemos Menezes,  David M. Garner,  Vitor E Valenti, ...	BRAZIL IS PROJECTED TO BE THE NEXT GLOBAL COVID-19 PANDEMIC EPICENTER	https://www.medRxiv.org/content/10.1101/2020.04.28.20083675v1.article-metrics
280	medRxiv	Public and Global Health	Esteban Ortiz-Prado,  katherine Simbana-Rivera,  Ana Maria Diaz, ...	Epidemiological, socio-demographic and clinical features of the early phase of the COVID-19 epidemic in Ecuador	https://www.medRxiv.org/content/10.1101/2020.05.08.20095943v1.article-metrics
286	medRxiv	Public and Global Health	Roengrudee Patanavanich,  Stanton A Glantz,  Michael L Jackson, ...	Smoking is Associated with COVID-19 Progression: A Meta-Analysis	https://www.medRxiv.org/content/10.1101/2020.04.13.20063669v1.article-metrics
299	medRxiv	Public and Global Health	Julia Raifman,  Jacob Bor,  Atheendar Venkataramani, ...	Unemployment insurance and food insecurity among people who lost employment in the wake of COVID-19	https://www.medRxiv.org/content/10.1101/2020.07.28.20163618v1.article-metrics
291	medRxiv	Public and Global Health	Juliana Cepelowicz Rajter,  Michael Sherman,  Naaz Fatteh, ...	ICON (Ivermectin in COvid Nineteen) study: Use of Ivermectin is Associated with Lower Mortality in Hospitalized Patients with COVID19	https://www.medRxiv.org/content/10.1101/2020.06.06.20124461v1.article-metrics
281	medRxiv	Public and Global Health	Louise E. Smith,  Richard Amlôt,  Helen Lambert, ...	Factors associated with adherence to self-isolation and lockdown measures in the UK; a cross-sectional survey	https://www.medRxiv.org/content/10.1101/2020.06.01.20119040v1.article-metrics
306	medRxiv	Public and Global Health	Ting Tian,  Yukang Jiang,  Yuting Zhang, ...	COVID-Net: A deep learning based and interpretable predication model for the county-wise trajectories of COVID-19 in the United States	https://www.medRxiv.org/content/10.1101/2020.05.26.20113787v1.article-metrics
296	medRxiv	Public and Global Health	Andres I. Vecino-Ortiz,  Juliana Villanueva Congote,  Silvana Zapata Bedoya, ...	Impact of contact tracing on COVID-19 mortality: An impact evaluation using surveillance data from Colombia.	https://www.medRxiv.org/content/10.1101/2020.08.14.20158535v1.article-metrics
297	medRxiv	Public and Global Health	Russell M Viner,  Oliver T Mytton,  Chris Bonell, ...	Susceptibility to and transmission of COVID-19 amongst children and adolescents compared with adults: a systematic review and meta-analysis	https://www.medRxiv.org/content/10.1101/2020.05.20.20108126v1.article-metrics
294	medRxiv	Public and Global Health	Yan-Jun Zhang,  Gang Zeng,  Hong-Xing Pan, ...	Immunogenicity and Safety of a SARS-CoV-2 Inactivated Vaccine in Healthy Adults Aged 18-59 years: Report of the Randomized, Double-blind, and Placebo-controlled Phase 2 Clinical Trial	https://www.medRxiv.org/content/10.1101/2020.07.31.20161216v1.article-metrics
290	medRxiv	Public and Global Health	- TRAiN study group,  Michael Bretthauer,  Patrick Deelen, ...	Randomized Re-Opening of Training Facilities during the COVID-19 pandemic	https://www.medRxiv.org/content/10.1101/2020.06.24.20138768v1.article-metrics
